STATION_ID,STATION,BEGIN_DATE,END_DATE,STATE,COUNTRY,LATITUDE,LONGITUDE,ELEVATION
83554099999,CORUMBA (AEROPORTO),1977-08-28,2007-09-25,null,BR,-19,-57.6666666,141
83552099999,CORUMBA INTL,1973-03-03,2020-04-07,null,BR,-19.011931,-57.673053,140.51
86619099999,CORURIPE,2016-07-04,2020-04-07,null,BR,-10.1333333,-36.2833333,75.5
81975099999,COTRIGUACU,2016-07-04,2020-04-05,null,BR,-9.9,-58.5666666,262.5
82927099999,COTRIGUACU *,1999-06-02,1999-06-02,null,BR,-9.9166666,-58.2666666,-999.9
83512099999,COXIM,1992-08-27,1995-07-12,null,BR,-18.5,-54.7666666,287
86770099999,COXIM,2019-05-16,2020-04-07,null,BR,-18.5166666,-54.7333333,253.5
81830099999,CRATEUS,2016-07-22,2020-04-07,null,BR,-5.1861111,-40.6716667,292.5
82583099999,CRATEUS,1977-11-19,1997-09-09,null,BR,-5.1666666,-40.6666666,299
83672799999,CRICIUM/FORQUILHINHA,2007-07-17,2017-07-19,null,BR,-28.7333333,-49.4166666,28.34
86737099999,CRISTALINA,2016-07-04,2020-04-07,null,BR,-16.7833333,-47.6166666,1203.5
83912099999,CRUZ ALTA,1989-11-23,1997-04-08,null,BR,-28.6333333,-53.6,464
86962099999,CRUZ ALTA,2016-07-04,2020-03-25,null,BR,-28.6,-53.6666666,433.5
86657099999,CRUZ DAS ALMAS,2016-07-04,2020-04-07,null,BR,-12.6666666,-39.15,227.37
82704099999,CRUZEIRO DO SUL,1974-06-22,2020-04-07,null,BR,-7.599906,-72.769489,194.15
82693099999,CRUZETA,1991-09-09,1996-09-09,null,BR,-6.4333333,-36.5833333,226
83361099999,CUIABA,1973-02-23,1997-07-10,null,BR,-15.55,-56.1166666,151
86705099999,CUIABA,2016-07-04,2020-03-25,null,BR,-15.6166666,-56.1,152.84
86933099999,CURITIBA,2016-07-04,2020-03-25,null,BR,-25.4486111,-49.23,925
86956099999,CURITIBANOS,2016-07-04,2020-04-07,null,BR,-27.2833333,-50.6,983.5
86780099999,CURVELO,2016-07-04,2020-04-07,null,BR,-18.75,-44.45,671.5
86610099999,DELFINO,2016-07-05,2020-04-07,null,BR,-10.45,-41.2,638.5
83248099999,DEPUTADO LUIS EDUARDO MAGALHAES,1943-08-09,2020-04-07,null,BR,-12.910994,-38.331044,19.5
86861099999,DIAMANTE DO NORTE,2016-07-04,2020-04-07,null,BR,-22.6333333,-52.8833333,363.5
83538099999,DIAMANTINA,1992-01-10,1999-08-09,null,BR,-18.25,-43.6,1297
86781099999,DIAMANTINA,2016-07-04,2020-04-07,null,BR,-18.2333333,-43.65,1357.5
83309099999,DIAMANTINO,1974-06-08,2013-07-11,null,BR,-14.4,-56.45,286
86632099999,DIANOPOLIS,2016-07-04,2020-04-07,null,BR,-11.6,-46.85,733.5
86936099999,DIONISIO CERQUEIRA,2016-07-04,2020-04-07,null,BR,-26.2833333,-53.6333333,811.5
82591099999,DIX SEPT ROSADO,1974-03-21,2020-04-07,null,BR,-5.201919,-37.364347,23.46
86927099999,DOIS VIZINHOS,2016-07-04,2020-04-07,null,BR,-25.7,-53.1,521.5
86985099999,DOM PEDRITO,2016-07-27,2020-04-07,null,BR,-30.9833333,-54.8166666,171.5
86858099999,DOURADOS,2016-07-04,2020-04-07,null,BR,-22.2,-54.9166666,470.5
83659099999,DOURADOS,1990-03-06,1996-09-04,null,BR,-22.2333333,-54.8166666,452
82111099999,EDUARDO GOMES INTL,1977-05-01,2020-04-07,null,BR,-3.038611,-60.049721,80.46
82610099999,EIRUNEPE,1973-01-15,2019-12-04,null,BR,-6.6666666,-69.8666666,104
83964099999,ENCRUZILHADA DO SUL,1977-06-08,2013-07-11,null,BR,-30.5333333,-52.5166666,428
86620099999,EPITACIOLANDIA,2016-07-04,2020-04-07,null,BR,-11.0166666,-68.7333333,218.5
86954099999,ERECHIM,2016-07-08,2020-04-07,null,BR,-27.6666666,-52.3,766.5
81751099999,ESPERANTINA,2016-07-04,2018-11-16,null,BR,-3.9,-42.2666666,66.5
86695099999,ESPINOSA,2016-07-04,2019-07-19,null,BR,-14.9166666,-42.8,571.5
81863099999,ESTREITO,2016-07-04,2020-04-07,null,BR,-6.65,-47.4166666,181.5
86613099999,EUCLIDES DA CUNHA,2016-07-09,2020-04-07,null,BR,-10.5333333,-39,433.5
86714099999,FACULDADE DA TERRA,2016-07-04,2019-12-04,null,BR,-15.9,-48.1166666,1153.5
81924099999,FEIJO,2016-09-24,2020-04-07,null,BR,-8.1419444,-70.3430556,164.5
86658099999,FEIRA DE SANTANA,2016-07-04,2020-04-07,null,BR,-12.2,-38.9666666,232.5
83221099999,FEIRA DE SANTANA,1995-01-10,1995-01-10,null,BR,-12.1833333,-38.9666666,231
86798099999,FLORESTAL,2016-07-04,2020-04-07,null,BR,-19.8833333,-44.4166666,743.5
83581099999,FLORESTAL,1973-03-13,1973-06-30,null,BR,-19.8833333,-44.4166666,753
81868099999,FLORIANO,2016-07-06,2020-04-07,null,BR,-6.7666666,-43.0166666,124.77
82678099999,FLORIANO,1974-06-21,2002-06-10,null,BR,-6.7666666,-43.0166666,127
86958099999,FLORIANOPOLIS-SAO JOSE,2016-07-04,2019-12-04,null,BR,-27.6,-48.6166666,3.3
82212099999,FONTE BOA,1974-06-21,2003-03-07,null,BR,-2.5333333,-66.1666666,56
86820099999,FORMIGA,2016-07-04,2020-04-07,null,BR,-20.45,-45.45,879.5
83379099999,FORMOSA,1991-02-11,1997-03-28,null,BR,-15.5333333,-47.3333333,912
86629099999,FORMOSO DO ARAGUAIA,2016-07-04,2020-04-07,null,BR,-11.8833333,-49.6,221.5
82397099999,FORTALEZA,1974-07-03,1997-06-01,null,BR,-3.7666666,-38.6,26
81758099999,FORTALEZA,2016-07-04,2020-04-07,null,BR,-3.8,-38.5333333,42.5
86818099999,FRANCA,2016-07-04,2020-04-07,null,BR,-20.5833333,-47.3833333,1027.5
83630099999,FRANCA,1973-05-27,1999-02-13,null,BR,-20.55,-47.4333333,1026
83692099999,FRANCISCO DE ASSIS,1977-10-24,2017-08-07,null,BR,-21.7915,-43.386778,911.04
86951099999,FREDERICO WESTPHALEN,2016-07-04,2020-04-05,null,BR,-27.3955556,-53.4294444,491.5
83634099999,FURNAS/PRIVATE,1973-01-01,1978-11-13,null,BR,-20.7,-46.333,735
83746099999,GALEAO ANTONIO CARLOS JOBIM,1973-01-01,2020-04-07,null,BR,-22.808903,-43.243647,8.53
